0.010625597 192.168.117.129:22 192.168.117.1:59073 20 0x7faf9cbd 0x7faf9c7d 17 17 65024 3 34816
0.011866088 127.0.0.1:6633 127.0.0.1:39783 124 0x2877b5ba 0x2877b5ba 10 2147483647 44032 2 45056
0.031672562 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd525d7 0x2cd4e79f 11 2147483647 29184 3 29696
0.033114578 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd53127 0x2cd4ed47 12 2147483647 32256 3 29696
0.041712837 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 34816
0.046141596 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd53c77 0x2cd4f2ef 13 2147483647 34816 3 29696
0.055689858 127.0.0.1:6633 127.0.0.1:39782 32 0xc2f78652 0xc2f78602 10 2147483647 44032 2 45056
0.068620303 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd558bf 0x2cd4fe3f 15 2147483647 40960 3 29696
0.089173155 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 46592
0.093664856 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd569b7 0x2cd5098f 17 2147483647 46592 4 29696
0.113312184 10.0.0.1:5001 10.0.0.2:58719 1480 0xc212ff40 0xc212ff40 10 2147483647 29696 3 52224
0.117342691 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd58057 0x2cd514df 19 2147483647 52224 6 29696
0.121990998 127.0.0.1:6633 127.0.0.1:39783 116 0x2877b65a 0x2877b65a 10 2147483647 44032 3 45056
0.129467919 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd58ba7 0x2cd51a87 20 2147483647 55296 8 29696
0.143056307 127.0.0.1:6633 127.0.0.1:39782 96 0xc2f78652 0xc2f78652 10 2147483647 44032 3 45056
0.153345289 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd5a247 0x2cd525d7 22 2147483647 60928 10 29696
0.174471157 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 67072
0.178358275 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd5b8e7 0x2cd53127 24 2147483647 67072 13 29696
0.187522111 127.0.0.1:6633 127.0.0.1:39782 32 0xc2f786ba 0xc2f7866a 10 2147483647 44032 3 45056
0.202972729 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd5cf87 0x2cd53c77 26 2147483647 72704 15 29696
0.225096335 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 78336
0.231154164 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd5e627 0x2cd547c7 28 2147483647 78336 18 29696
0.247174675 10.0.0.1:5001 10.0.0.2:58719 1480 0xc212ff40 0xc212ff40 10 2147483647 29696 3 84480
0.252054815 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd5fcc7 0x2cd55317 30 2147483647 84480 22 29696
0.259245202 10.0.0.1:5001 10.0.0.2:58719 1480 0xc212ff40 0xc212ff40 10 2147483647 29696 3 87040
0.265025479 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd60817 0x2cd558bf 31 2147483647 87040 25 29696
0.272041813 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 90112
0.277989827 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd61367 0x2cd55e67 32 2147483647 90112 28 29696
0.296204243 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 95744
0.302015396 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd62a07 0x2cd569b7 34 2147483647 95744 31 29696
0.320286923 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 101376
0.325996954 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd640a7 0x2cd57507 36 2147483647 101376 34 29696
0.344124266 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 107520
0.349111660 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd64bf7 0x2cd58057 37 36 107520 37 29696
0.368292945 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 113152
0.374290047 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd65747 0x2cd58ba7 37 36 113152 39 29696
0.382833705 127.0.0.1:6633 127.0.0.1:39782 140 0xc2f786ba 0xc2f786ba 10 2147483647 44032 4 45056
0.397160105 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd66297 0x2cd596f7 37 36 118784 42 29696
0.417350159 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 124928
0.422057805 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd66de7 0x2cd5a247 37 36 124928 45 29696
0.424137583 127.0.0.1:6633 127.0.0.1:39782 32 0xc2f786ea 0xc2f786d2 10 2147483647 44032 3 45056
0.447206828 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd67937 0x2cd5ad97 37 36 130560 48 29696
0.465317655 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 136192
0.470342515 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd68487 0x2cd5b8e7 37 36 136192 51 29696
0.489215703 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 142336
0.494135715 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd68fd7 0x2cd5c437 37 36 142336 54 29696
0.513489953 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 147968
0.517502593 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd69b27 0x2cd5cf87 37 36 147968 57 29696
0.537527265 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 153600
0.541523763 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd6a677 0x2cd5dad7 37 36 153600 60 29696
0.562080599 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 159744
0.566537256 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd6b1c7 0x2cd5e627 37 36 159744 63 29696
0.586220933 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 165376
0.590672252 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd6bd17 0x2cd5f177 37 36 165376 65 29696
0.610478015 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 170496
0.614675126 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd6d3b7 0x2cd5fcc7 38 36 170496 68 29696
0.634719354 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 170496
0.639181889 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd6df07 0x2cd60817 38 36 170496 71 29696
0.658826225 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 170496
0.662792908 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd6ea57 0x2cd61367 38 36 170496 74 29696
0.683301081 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 170496
0.687492198 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd6f5a7 0x2cd61eb7 38 36 170496 77 29696
0.707405806 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 170496
0.711338952 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd700f7 0x2cd62a07 38 36 170496 80 29696
0.731832984 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 170496
0.735803115 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd70c47 0x2cd63557 38 36 170496 83 29696
0.756392341 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 170496
0.761333171 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd71797 0x2cd640a7 38 36 170496 86 29696
0.766925178 127.0.0.1:6633 127.0.0.1:39782 140 0xc2f786ea 0xc2f786ea 10 2147483647 44032 4 45056
0.785391401 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd722e7 0x2cd64bf7 38 36 170496 89 29696
0.804486622 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 170496
0.810411453 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd72e37 0x2cd65747 38 36 170496 91 29696
0.829451232 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 170496
0.835453818 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd73987 0x2cd66297 38 36 170496 94 29696
0.853599402 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 170496
0.859394116 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd744d7 0x2cd66de7 38 36 170496 96 29696
0.877775257 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 170496
0.883421033 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd75027 0x2cd67937 39 36 170496 97 29696
0.901594344 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 170496
0.907650222 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd75b77 0x2cd68487 39 36 170496 99 29696
0.927506262 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 170496
0.933491004 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd766c7 0x2cd68fd7 39 36 170496 100 29696
0.949631307 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 170496
0.955593184 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd77217 0x2cd69b27 39 36 170496 102 29696
0.976005776 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 176640
0.980698210 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd77d67 0x2cd6a677 39 36 176640 103 29696
0.997859168 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 182272
1.002329724 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd788b7 0x2cd6b1c7 39 36 182272 103 29696
1.022419525 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 187904
1.026902836 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd79407 0x2cd6bd17 39 36 187904 104 29696
1.046533709 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 194048
1.050935764 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd79f57 0x2cd6c867 39 36 194048 105 29696
1.070573083 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 199680
1.075280985 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd7aaa7 0x2cd6d3b7 39 36 199680 106 29696
1.095170309 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 205312
1.099660922 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd7b5f7 0x2cd6df07 39 36 205312 107 29696
1.119191778 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 210944
1.123119529 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd7c147 0x2cd6ea57 39 36 210944 108 29696
1.143641565 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 217088
1.148136053 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd7d7e7 0x2cd6f5a7 40 36 217088 109 29696
1.167581491 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 222720
1.171700921 10.0.0.2:58719 10.0.0.1:5001 32 0x2cd7e337 0x2cd700f7 40 36 222720 110 29696
1.192011051 10.0.0.1:5001 10.0.0.2:58719 2928 0xc212ff40 0xc212ff40 10 2147483647 29696 3 228352
