22525
20151102165731,10.0.0.1,52322,10.0.0.5,5001,3,0.0-1.0,1572864,12582912
20151102165732,10.0.0.1,52322,10.0.0.5,5001,3,1.0-2.0,1179648,9437184
20151102165733,10.0.0.1,52322,10.0.0.5,5001,3,2.0-3.0,1310720,10485760
20151102165735,10.0.0.1,52322,10.0.0.5,5001,3,3.0-4.0,1441792,11534336
20151102165735,10.0.0.1,52322,10.0.0.5,5001,3,4.0-5.0,1179648,9437184
20151102165736,10.0.0.1,52322,10.0.0.5,5001,3,5.0-6.0,1179648,9437184
20151102165737,10.0.0.1,52322,10.0.0.5,5001,3,6.0-7.0,1441792,11534336
20151102165738,10.0.0.1,52322,10.0.0.5,5001,3,7.0-8.0,1310720,10485760
20151102165739,10.0.0.1,52322,10.0.0.5,5001,3,8.0-9.0,1179648,9437184
20151102165741,10.0.0.1,52322,10.0.0.5,5001,3,9.0-10.0,1441792,11534336
20151102165741,10.0.0.1,52322,10.0.0.5,5001,3,10.0-11.0,1048576,8388608
20151102165743,10.0.0.1,52322,10.0.0.5,5001,3,11.0-12.0,1441792,11534336
20151102165743,10.0.0.1,52322,10.0.0.5,5001,3,12.0-13.0,1048576,8388608
20151102165744,10.0.0.1,52322,10.0.0.5,5001,3,13.0-14.0,917504,7340032
20151102165746,10.0.0.1,52322,10.0.0.5,5001,3,14.0-15.0,1572864,12582912
20151102165746,10.0.0.1,52322,10.0.0.5,5001,3,15.0-16.0,1048576,8388608
20151102165747,10.0.0.1,52322,10.0.0.5,5001,3,16.0-17.0,917504,7340032
20151102165748,10.0.0.1,52322,10.0.0.5,5001,3,17.0-18.0,1572864,12582912
20151102165749,10.0.0.1,52322,10.0.0.5,5001,3,18.0-19.0,917504,7340032
20151102165751,10.0.0.1,52322,10.0.0.5,5001,3,19.0-20.0,1572864,12582912
20151102165751,10.0.0.1,52322,10.0.0.5,5001,3,20.0-21.0,917504,7340032
20151102165752,10.0.0.1,52322,10.0.0.5,5001,3,21.0-22.0,1048576,8388608
20151102165753,10.0.0.1,52322,10.0.0.5,5001,3,22.0-23.0,1441792,11534336
20151102165754,10.0.0.1,52322,10.0.0.5,5001,3,23.0-24.0,1048576,8388608
20151102165756,10.0.0.1,52322,10.0.0.5,5001,3,24.0-25.0,1441792,11534336
20151102165756,10.0.0.1,52322,10.0.0.5,5001,3,25.0-26.0,1048576,8388608
20151102165757,10.0.0.1,52322,10.0.0.5,5001,3,26.0-27.0,917504,7340032
20151102165758,10.0.0.1,52322,10.0.0.5,5001,3,27.0-28.0,1572864,12582912
20151102165759,10.0.0.1,52322,10.0.0.5,5001,3,28.0-29.0,917504,7340032
20151102165801,10.0.0.1,52322,10.0.0.5,5001,3,29.0-30.0,1572864,12582912
20151102165801,10.0.0.1,52322,10.0.0.5,5001,3,0.0-30.3,37355520,9846803
