6779
20151102051544,10.0.0.1,35743,10.0.0.4,5001,3,0.0-1.0,1572864,12582912
20151102051545,10.0.0.1,35743,10.0.0.4,5001,3,1.0-2.0,1572864,12582912
20151102051546,10.0.0.1,35743,10.0.0.4,5001,3,2.0-3.0,1441792,11534336
20151102051547,10.0.0.1,35743,10.0.0.4,5001,3,3.0-4.0,1310720,10485760
20151102051548,10.0.0.1,35743,10.0.0.4,5001,3,4.0-5.0,1310720,10485760
20151102051549,10.0.0.1,35743,10.0.0.4,5001,3,5.0-6.0,917504,7340032
20151102051550,10.0.0.1,35743,10.0.0.4,5001,3,6.0-7.0,1572864,12582912
20151102051551,10.0.0.1,35743,10.0.0.4,5001,3,7.0-8.0,917504,7340032
20151102051552,10.0.0.1,35743,10.0.0.4,5001,3,8.0-9.0,1441792,11534336
20151102051553,10.0.0.1,35743,10.0.0.4,5001,3,9.0-10.0,1048576,8388608
20151102051554,10.0.0.1,35743,10.0.0.4,5001,3,10.0-11.0,1441792,11534336
20151102051555,10.0.0.1,35743,10.0.0.4,5001,3,11.0-12.0,917504,7340032
20151102051556,10.0.0.1,35743,10.0.0.4,5001,3,12.0-13.0,1572864,12582912
20151102051557,10.0.0.1,35743,10.0.0.4,5001,3,13.0-14.0,917504,7340032
20151102051558,10.0.0.1,35743,10.0.0.4,5001,3,14.0-15.0,1048576,8388608
20151102051559,10.0.0.1,35743,10.0.0.4,5001,3,15.0-16.0,1441792,11534336
20151102051600,10.0.0.1,35743,10.0.0.4,5001,3,16.0-17.0,917504,7340032
20151102051601,10.0.0.1,35743,10.0.0.4,5001,3,17.0-18.0,1441792,11534336
20151102051602,10.0.0.1,35743,10.0.0.4,5001,3,18.0-19.0,1048576,8388608
20151102051603,10.0.0.1,35743,10.0.0.4,5001,3,19.0-20.0,1441792,11534336
20151102051604,10.0.0.1,35743,10.0.0.4,5001,3,20.0-21.0,1048576,8388608
20151102051605,10.0.0.1,35743,10.0.0.4,5001,3,21.0-22.0,917504,7340032
20151102051606,10.0.0.1,35743,10.0.0.4,5001,3,22.0-23.0,1441792,11534336
20151102051607,10.0.0.1,35743,10.0.0.4,5001,3,23.0-24.0,1048576,8388608
20151102051608,10.0.0.1,35743,10.0.0.4,5001,3,24.0-25.0,1441792,11534336
20151102051609,10.0.0.1,35743,10.0.0.4,5001,3,25.0-26.0,917504,7340032
20151102051610,10.0.0.1,35743,10.0.0.4,5001,3,26.0-27.0,1572864,12582912
20151102051611,10.0.0.1,35743,10.0.0.4,5001,3,27.0-28.0,917504,7340032
20151102051612,10.0.0.1,35743,10.0.0.4,5001,3,28.0-29.0,1441792,11534336
20151102051613,10.0.0.1,35743,10.0.0.4,5001,3,29.0-30.0,1048576,8388608
20151102051613,10.0.0.1,35743,10.0.0.4,5001,3,0.0-30.2,37224448,9856088
