8555
20151102051935,10.0.0.1,49435,10.0.0.6,5001,3,0.0-1.0,1572864,12582912
20151102051936,10.0.0.1,49435,10.0.0.6,5001,3,1.0-2.0,1179648,9437184
20151102051937,10.0.0.1,49435,10.0.0.6,5001,3,2.0-3.0,1310720,10485760
20151102051938,10.0.0.1,49435,10.0.0.6,5001,3,3.0-4.0,1441792,11534336
20151102051939,10.0.0.1,49435,10.0.0.6,5001,3,4.0-5.0,1310720,10485760
20151102051940,10.0.0.1,49435,10.0.0.6,5001,3,5.0-6.0,1310720,10485760
20151102051941,10.0.0.1,49435,10.0.0.6,5001,3,6.0-7.0,1179648,9437184
20151102051942,10.0.0.1,49435,10.0.0.6,5001,3,7.0-8.0,1441792,11534336
20151102051943,10.0.0.1,49435,10.0.0.6,5001,3,8.0-9.0,1048576,8388608
20151102051944,10.0.0.1,49435,10.0.0.6,5001,3,9.0-10.0,1048576,8388608
20151102051945,10.0.0.1,49435,10.0.0.6,5001,3,10.0-11.0,1572864,12582912
20151102051946,10.0.0.1,49435,10.0.0.6,5001,3,11.0-12.0,917504,7340032
20151102051947,10.0.0.1,49435,10.0.0.6,5001,3,12.0-13.0,1441792,11534336
20151102051948,10.0.0.1,49435,10.0.0.6,5001,3,13.0-14.0,1048576,8388608
20151102051949,10.0.0.1,49435,10.0.0.6,5001,3,14.0-15.0,917504,7340032
20151102051950,10.0.0.1,49435,10.0.0.6,5001,3,15.0-16.0,1572864,12582912
20151102051951,10.0.0.1,49435,10.0.0.6,5001,3,16.0-17.0,917504,7340032
20151102051952,10.0.0.1,49435,10.0.0.6,5001,3,17.0-18.0,1441792,11534336
20151102051953,10.0.0.1,49435,10.0.0.6,5001,3,18.0-19.0,1048576,8388608
20151102051954,10.0.0.1,49435,10.0.0.6,5001,3,19.0-20.0,1441792,11534336
20151102051955,10.0.0.1,49435,10.0.0.6,5001,3,20.0-21.0,917504,7340032
20151102051956,10.0.0.1,49435,10.0.0.6,5001,3,21.0-22.0,1572864,12582912
20151102051957,10.0.0.1,49435,10.0.0.6,5001,3,22.0-23.0,917504,7340032
20151102051958,10.0.0.1,49435,10.0.0.6,5001,3,23.0-24.0,917504,7340032
20151102051959,10.0.0.1,49435,10.0.0.6,5001,3,24.0-25.0,1572864,12582912
20151102052000,10.0.0.1,49435,10.0.0.6,5001,3,25.0-26.0,917504,7340032
20151102052001,10.0.0.1,49435,10.0.0.6,5001,3,26.0-27.0,1441792,11534336
20151102052002,10.0.0.1,49435,10.0.0.6,5001,3,27.0-28.0,1048576,8388608
20151102052003,10.0.0.1,49435,10.0.0.6,5001,3,28.0-29.0,1441792,11534336
20151102052004,10.0.0.1,49435,10.0.0.6,5001,3,29.0-30.0,917504,7340032
20151102052004,10.0.0.1,49435,10.0.0.6,5001,3,0.0-30.2,36962304,9806457
